created_at,source,original_text,cleaned_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
Fri Jun 18 19:35:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333333333333,0.7833333333333333,en,769.0,253.0,JayBoBehSon,20337,108,592,,WeCanDoThis,CDCDirector,United States,
Fri Jun 18 19:35:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalcompact: #COVID19 vaccines work best when the whole world can get them. 

NOW is the time for countries to #DonateDosesNow. Learn…","#COVID19 vaccines work best when the whole world can get them. 

NOW is the time for countries to #DonateDosesNow. Learn more from 
@UNICEF: https://t.co/AJIgeRQA5b https://t.co/cuQcz9avtl","Sentiment(polarity=0.5666666666666667, subjectivity=0.39999999999999997)",0.5666666666666667,0.39999999999999997,en,2.0,2.0,LoveWatYouDo,444,26,585,,COVID19,globalcompact,India,
Fri Jun 18 19:36:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411015] 
KASTURBA SPECIALITY HOSPITAL
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,0,… https://t.co/AfFJi7PfGE",,,,,en,,,PuneUpdater,4541,88,0,,,,,
Fri Jun 18 19:36:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333333333333333,0.45555555555555555,en,352.0,170.0,susikabusi,29107,461,1617,,,globalhlthtwit,"London, England",
Fri Jun 18 19:36:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,20.0,14.0,s_makhushe,7245,3083,722,,coronavirus,SABCNews,witbank,
Fri Jun 18 19:36:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22","Sentiment(polarity=0.125, subjectivity=0.325)",0.125,0.325,en,67.0,54.0,moanlu1,2145,55,162,,COVID19,WHOAFRO,,
Fri Jun 18 19:36:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mfazomnyama_: Bring back digital vibes!

WHAT ARE WE BEING SUBJECTED TO 😭",,,,,en,9.0,6.0,carol_thabs,29576,452,879,,,mfazomnyama_,"Johannesburg, South Africa",
Fri Jun 18 19:36:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Not the fireworks 😭,,,,,en,,,Mbasa_za,50669,2368,1306,,,,Johannesburg | Mthatha ,
Fri Jun 18 19:36:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RealJoelSmalley: Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy…","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD","Sentiment(polarity=3.700743415417188e-17, subjectivity=0.6333333333333334)",3.700743415417188e-17,0.6333333333333334,en,559.0,366.0,menzel57,31909,743,673,,,RealJoelSmalley,Scotland,
Fri Jun 18 19:36:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@VOANews I don't believe anyone in any position of power is getting the vaccine. They are the reason Covid19 is her… https://t.co/5OEtV1isKq,,,,,en,,,KnickKn18292476,665,6,98,,,VOANews,,
Fri Jun 18 19:36:25 +0000 2021,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",-0.23645833333333335,0.3375,en,925.0,515.0,samfenster,31991,43,202,,COVID19,Winnie_Byanyima,,
Fri Jun 18 19:36:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Rainbowandsteel: It is precisely because people HAVE done their research that these findings are coming to light. They’ve been censored…,It is precisely because people HAVE done their research that these findings are coming to light. They’ve been censored - that doesn’t make them wrong. Too much evidence that cannot be ignored unless those pushing it wish to be held liable https://t.co/XeIeSdoQ2n,"Sentiment(polarity=0.08, subjectivity=0.62)",0.08,0.62,en,5.0,3.0,CREATIV16982676,2170,252,751,,,Rainbowandsteel,,
Fri Jun 18 19:36:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @PrakashLab: What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available…,What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,"Sentiment(polarity=0.1875, subjectivity=0.23750000000000002)",0.1875,0.23750000000000002,en,91.0,40.0,ananth_aparna,6181,1077,1132,,,PrakashLab,"Bangkok, Thailand",
Fri Jun 18 19:36:30 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @DrEricDing: 📍Outbreak even w/ 2 dose of mRNA vaccines—🇨🇦 hospital—16 patients &amp; 6 healthcare staff #DeltaVariant positive. 6/16 patient…,"📍Outbreak even w/ 2 dose of mRNA vaccines—🇨🇦 hospital—16 patients &amp; 6 healthcare staff #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine; 7 patients &amp; 1 healthcare worker had 1 dose. 1 patient now in ICU. #dontletup
https://t.co/YlXEOED68O","Sentiment(polarity=0.22727272727272727, subjectivity=0.5454545454545454)",0.22727272727272727,0.5454545454545454,en,4127.0,2790.0,norton3pam,12713,453,1425,,DeltaVariant,DrEricDing,,
Fri Jun 18 19:36:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 350,27… https://t.co/A08WOjcZYt",,,,,en,,,PuneUpdater,4540,88,0,,,,,
Fri Jun 18 19:36:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1006,0,… https://t.co/dCyN3Hfjcd",,,,,en,,,PuneUpdater,4540,88,0,,,,,
Fri Jun 18 19:36:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @benphillips76: Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by le…","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)","Sentiment(polarity=0.7, subjectivity=0.7)",0.7,0.7,en,106.0,69.0,bradhendricks,28416,861,2914,,,benphillips76,"Cape Town, South Africa",
Fri Jun 18 19:37:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaccines 101

1. A vaccine isn't administered to a patient 
2. A vaccine stops a disease, doesn't heal one.

That's… https://t.co/eKwepnY9oE",,,,,en,,,EmmaAinamaani,5886,1095,872,,,,Rwanda,
Fri Jun 18 19:37:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333333333333333,0.45555555555555555,en,353.0,171.0,catherinebuca,118831,1648,1431,,,globalhlthtwit,,
Fri Jun 18 19:37:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Stupidity at its best,,,,,en,,,Kibuukamabingo,1845,47,162,,,,,
Fri Jun 18 19:37:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333333333333,0.7833333333333333,en,770.0,254.0,jhadleyconrad,229307,2606,2052,,WeCanDoThis,CDCDirector,"On a beach, the shore, a boat.",
Fri Jun 18 19:37:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SKyriakidesEU: The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance…","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.","Sentiment(polarity=0.35000000000000003, subjectivity=0.7444444444444445)",0.35000000000000003,0.7444444444444445,en,229.0,94.0,Loulou31799680,30921,1293,2340,,COVID19,SKyriakidesEU,,
Fri Jun 18 19:37:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nearly 1,000 EXPIRED Pfizer/BioNTech Covid-19 vaccines stabbed into the arms of now-altered humans at NYC Times Squ… https://t.co/q21dJRAulM",,,,,en,,,JeffLee2020,481805,4655,1676,False,,,United States,
Fri Jun 18 19:37:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @benphillips76: Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by le…","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz","Sentiment(polarity=0.7, subjectivity=0.7)",0.7,0.7,en,106.0,70.0,rapunzellet,101839,842,1909,,,benphillips76,,
Fri Jun 18 19:37:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Join the Bay Area Health Funders Group 6/21 for a discussion on what’s needed in this phase of the vaccination effo… https://t.co/dyFl5WYVG1,,,,,en,,,NorCalGrant,12395,6392,874,False,,,"San Francisco, CA",
Fri Jun 18 19:37:52 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333333333333333,0.45555555555555555,en,355.0,172.0,jmitch78278477,24348,331,691,,,globalhlthtwit,"North East, England",
Fri Jun 18 19:37:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @RGrosjean: Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccin…,"Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ","Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,en,428.0,26.0,okiraul1,4401,544,1139,,VaccinEquity,RGrosjean,kampala,
Fri Jun 18 19:38:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @somaliboxer: Last week I joined @unicef 
ambassadors &amp; supporters in an open letter setting out the urgent need for @G7 leaders to shar…","Last week I joined @unicef 
ambassadors &amp; supporters in an open letter setting out the urgent need for @G7 leaders to share COVID-19 vaccines with those countries in need. Here is the @UNICEF_uk response to #G7Summit outcome on #COVID19 vaccines. #DonateDosesNow https://t.co/nrgzGZmSPf","Sentiment(polarity=0.0, subjectivity=0.2833333333333333)",0.0,0.2833333333333333,en,9.0,3.0,LMP36244505,11760,2626,2387,,,somaliboxer,London,
Fri Jun 18 19:38:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,"Sentiment(polarity=-0.1625, subjectivity=0.2375)",-0.1625,0.2375,en,66.0,39.0,Joan18642291,8628,292,211,,Cuban,MediccGail,Cuba ,
Fri Jun 18 19:38:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Laurie_Garrett: Full page ad in today's @nytimes from @pfizer regarding global distribution of #COVID19 #vaccines https://t.co/25ewwwGI…,,,,,en,639.0,174.0,Pradeep68775594,49815,439,435,,COVID19,Laurie_Garrett,,
Fri Jun 18 19:38:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is the most annoying thing my eyes have seen,,,,,en,,,LetlotloC,2368,187,156,,,,,
Fri Jun 18 19:38:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DrJasonJohnson: Important public health note - Chris Paul is vaccinated....And STILL tested positive for #COVID19  - Keep your masks on…,"Important public health note - Chris Paul is vaccinated....And STILL tested positive for #COVID19  - Keep your masks on folks, vaccines don't mean you're in the clear just yet https://t.co/c1TxZiv7DO","Sentiment(polarity=0.08295454545454548, subjectivity=0.5365909090909091)",0.08295454545454548,0.5365909090909091,en,984.0,286.0,Sexymam56322159,5837,10,318,,COVID19,DrJasonJohnson,,
Fri Jun 18 19:38:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Alaskacryptogi1: Follow the science..not F a u c i https://t.co/oaO21R8RwD,,,,,en,1.0,1.0,WatusiCrypto,141583,793,1313,False,,Alaskacryptogi1,,
Fri Jun 18 19:38:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The looting stats???,,,,,en,,,brianmsomi,79380,1362,1897,,,,"Johannesburg, South Africa",
Fri Jun 18 19:38:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@LeanneHickey9 World data shows it is the vaccines that are causing a surge in cases, not the unvaccinated. This is… https://t.co/RZmCGf3Tmc",,,,,en,,,TheStallionMang,2920,96,116,False,,LeanneHickey9,Texas,
Fri Jun 18 19:38:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@laCarmelita3 By demonizing autism and treating it like a disease, it's going to push for more eugenic-style practi… https://t.co/5WI3oR5vGN",,,,,en,,,vagrantcatholic,20047,809,388,False,,laCarmelita3,Centrism,
Fri Jun 18 19:38:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,21.0,15.0,BrightsonSA,61613,1713,1421,,coronavirus,SABCNews,Durban South Africa,
Fri Jun 18 19:39:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @benphillips76: Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by le…","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz","Sentiment(polarity=0.7, subjectivity=0.7)",0.7,0.7,en,106.0,71.0,Pradeep68775594,49816,439,435,,,benphillips76,,
Fri Jun 18 19:39:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HighWireTalk: DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s…,DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,"Sentiment(polarity=-0.3909090909090909, subjectivity=0.6886363636363637)",-0.3909090909090909,0.6886363636363637,en,476.0,284.0,LesleyGale2,47191,421,531,,,HighWireTalk,,
Fri Jun 18 19:39:03 +0000 2021,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","¤MGN-AFRICA» UK reports another 10,476 coronavirus cases: Britain has reported another 10,476 Coronavirus cases in… https://t.co/tsv37Zzetx",,,,,en,,,OfficialMGN,485200,463,319,True,,,"Ogun State, Nigeria.",
Fri Jun 18 19:39:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,21.0,16.0,Bongii_Ngalo,23597,416,462,,coronavirus,SABCNews,South Africa,
Fri Jun 18 19:39:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LetlotloC: This is the most annoying thing my eyes have seen,,,,,en,0.0,1.0,TokoTekay,9727,822,761,,,LetlotloC,JHB | CPT,
Fri Jun 18 19:39:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @josh_soane: ""The judge ordered delivery of 80.2m doses by 27 Sept 2021. To date, AZ has supplied more than 70m doses to the EU &amp; will s…","""The judge ordered delivery of 80.2m doses by 27 Sept 2021. To date, AZ has supplied more than 70m doses to the EU &amp; will substantially exceed 80.2m doses by end of June 2021. All other measures sought by the European Commission have been dismissed.""","Sentiment(polarity=0.125, subjectivity=0.2916666666666667)",0.125,0.2916666666666667,en,4.0,1.0,FallonRogeri,50667,402,185,,,josh_soane,United Kingdom,
Fri Jun 18 19:39:26 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg","Sentiment(polarity=0.09375, subjectivity=0.28125)",0.09375,0.28125,en,142.0,84.0,SansonTabuto,3865,38,55,,COVID19,CDCgov,,
Fri Jun 18 19:39:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ErikGeenen: @IanAbNe @21WIRE @British_Airways @kmacbean123 If those pilots were recently vaccinated with not sufficiently tested experi…,"@IanAbNe @21WIRE @British_Airways @kmacbean123 If those pilots were recently vaccinated with not sufficiently tested experimental Covid19 vaccines it is every passenger's business!
What if the two pilots of a plane become unwell or get a stroke while flying?","Sentiment(polarity=0.0625, subjectivity=0.325)",0.0625,0.325,en,9.0,1.0,aleneziageel,822,9,183,,,ErikGeenen,,
Fri Jun 18 19:39:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333333333333333,0.45555555555555555,en,358.0,173.0,MomentumBnorth,31322,1214,1668,,,globalhlthtwit,"Bridgnorth, England",
Fri Jun 18 19:39:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Have questions about #COVID19 vaccines? Check out what Dr Gaines has to say about why getting vaccinated matters… https://t.co/UzHTS7VBRe,,,,,en,,,REINALD14061924,1276,80,307,False,COVID19,,"Atacama, Chile",
Fri Jun 18 19:39:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Double Platinum on sight. Let's go 💿,,,,,en,,,TokyoDibz,169045,1186,759,,,,Cape ,
Fri Jun 18 19:40:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EMA_News: ‼️ EMA’s third regular press conference on #COVID19 vaccines and treatments will be broadcast live 🔴today, June 17, from 16:0…","‼️ EMA’s third regular press conference on #COVID19 vaccines and treatments will be broadcast live 🔴today, June 17, from 16:00 CEST https://t.co/YU1oB7fhCr

#EMAPresser https://t.co/AA3DaMXNMR","Sentiment(polarity=0.04545454545454545, subjectivity=0.1923076923076923)",0.04545454545454545,0.1923076923076923,en,49.0,25.0,MaLaJMO,16414,243,617,,COVID19,EMA_News,CZ/DE,
Fri Jun 18 19:40:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,23.0,17.0,BlemwaC,229,12,157,,coronavirus,SABCNews,,
Fri Jun 18 19:40:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PulmAdvisor: An emergency meeting will be held June 18 to discuss rare reports of heart inflammation in people who have received the Pf…,"An emergency meeting will be held June 18 to discuss rare reports of heart inflammation in people who have received the Pfizer and Moderna COVID-19 vaccines, the U.S. Centers for Disease Control and Prevention said. #COVID19

https://t.co/SH0tj5MdbE https://t.co/REPw2BIGZ7","Sentiment(polarity=0.3, subjectivity=0.9)",0.3,0.9,en,0.0,1.0,ArualSogar,38244,718,5005,,,PulmAdvisor,México,
Fri Jun 18 19:40:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#COVID19SK Update for June 18: 961,997 Vaccines Administered, 98 New Cases, 95 Recoveries, 81 in Hospital, One New… https://t.co/FR0lbKk8lp",,,,,en,,,SKGov,8540,41231,257,False,COVID19SK,,"Saskatchewan, Canada",
Fri Jun 18 19:40:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,23.0,18.0,_nonduh,142898,1971,292,,coronavirus,SABCNews,Not in your City.,
Fri Jun 18 19:40:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In a country like Uganda, the death of 9 doctors in the last fortnight is really worrying. If only our front warrio… https://t.co/7LkzNiZiYl",,,,,en,,,GOVINDB99564831,332,60,750,,,,"Lucknow, Uttar Pradesh",
