created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,score,scoremap
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 258,26… https://t.co/lPptLBtkGM",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-04-14 15:49:37+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,3.0,0.0,JohnHRandall1,10.0,76.0,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",,"Green Bay, Wisconsin",negative,0
2021-03-22 13:57:43+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @GaDPH: It's true: #COVID19 vaccines will not give you the virus. The vaccines teach your body how to react, so you have the best immuni…",0.675,0.475,en,18.0,0.0,GEORGIA_CEAL,29.0,54.0,"[{'text': 'COVID19', 'indices': [22, 30]}]","[{'screen_name': 'GaDPH', 'name': 'GaDeptPublicHealth', 'id': 325113018, 'id_str': '325113018', 'indices': [3, 9]}]",,"Atlanta,Ga",positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[412115] 
Symbiosis University Hospital
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 2,0,
Do… https://t.co/xV17u3a6dj",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 257,26… https://t.co/V83Rcmq0IA",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 967,0,… https://t.co/OEBydzmTze",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-05 13:18:09+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @RealJoelSmalley: Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy…",5.551115e-17,0.9,en,3445.0,0.0,trees84241301,36.0,136.0,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]",,,positive,1
2021-03-22 13:57:43+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,18.0,0.0,GEORGIA_CEAL,29.0,54.0,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",,"Atlanta,Ga",negative,0
2021-03-22 13:57:43+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.6944444,en,18.0,0.0,GEORGIA_CEAL,29.0,54.0,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",,"Atlanta,Ga",positive,1
2021-06-01 20:04:50+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Artemis2030: Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21…",0.35,0.55,en,3034.0,0.0,liz196028,695.0,1180.0,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",,,positive,1
2021-01-17 18:22:03+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Daily_Express: EU's vaccine failure exposed: Binned #AstraZeneca and backed German jab that doesn't work #CureVac #COVID19 #EuropeanIUn…,-0.15833333,0.15,en,482.0,0.0,Lee18888196,70.0,152.0,"[{'text': 'AstraZeneca', 'indices': [56, 68]}, {'text': 'CureVac', 'indices': [109, 117]}, {'text': 'COVID19', 'indices': [118, 126]}]","[{'screen_name': 'Daily_Express', 'name': 'Daily Express', 'id': 17895820, 'id_str': '17895820', 'indices': [3, 17]}]",,"New Milton, England",negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 259,26… https://t.co/mOFIEf8VdZ",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 962,0,… https://t.co/JGBOppxeuL",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-21 20:03:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BogochIsaac: Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in mak…",0.033333335,0.43333334,en,1525.0,0.0,foodfor36427245,1.0,19.0,"[{'text': 'COVID19', 'indices': [46, 54]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]",,,positive,1
2021-01-11 22:11:38+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @andrew_hough: EXC #Adelaide in box seat to host a new #Covid19 vaccine plant, Premier @marshall_steven tells @theTiser as pressure moun…",0.13636364,0.45454547,en,1230.0,0.0,_HenryRoss,7.0,124.0,"[{'text': 'Adelaide', 'indices': [22, 31]}, {'text': 'Covid19', 'indices': [58, 66]}]","[{'screen_name': 'andrew_hough', 'name': 'Andrew Hough', 'id': 320692744, 'id_str': '320692744', 'indices': [3, 16]}, {'screen_name': 'marshall_steven', 'name': 'Steven Marshall, MP', 'id': 93818188, 'id_str': '93818188', 'indices': [90, 106]}, {'screen_name': 'theTiser', 'name': 'The Advertiser', 'id': 9609582, 'id_str': '9609582', 'indices': [113, 122]}]",,"Adelaide, South Australia",positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 961,0,… https://t.co/O4kALikCRG",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-23 19:17:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,0.06818182,0.60227275,en,75.0,0.0,Lekker34104396,5.0,35.0,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]",,,positive,1
2021-03-17 16:01:21+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @mukeshkapila: Yes - China - the country that originated #CoVID19 though how is not clear yet - is now conning the poorest most vulnerab…,0.225,0.44166666,en,447.0,0.0,uGA3nbgULrKqxHy,485.0,947.0,"[{'text': 'CoVID19', 'indices': [60, 68]}]","[{'screen_name': 'mukeshkapila', 'name': 'Mukesh Kapila', 'id': 100011309, 'id_str': '100011309', 'indices': [3, 16]}]",,"الرياض, المملكة العربية السعود",positive,1
2021-06-16 23:37:57+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DrRHatchett: The world has come together like never before to develop and deploy #COVID19 vaccines

Make sure to watch this @BBCTwo Hor…",0.5,0.8888889,en,0.0,0.0,gabimondini_,2.0,30.0,"[{'text': 'COVID19', 'indices': [85, 93]}]","[{'screen_name': 'DrRHatchett', 'name': 'Richard Hatchett', 'id': 918495250452307968, 'id_str': '918495250452307968', 'indices': [3, 15]}, {'screen_name': 'BBCTwo', 'name': 'BBC Two', 'id': 1586183960, 'id_str': '1586183960', 'indices': [128, 135]}]",,"London, England",positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 251,26… https://t.co/6vKktMBMWm",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 958,0,… https://t.co/o6DdOJkaV2",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-03-05 15:33:41+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…",0.16666667,0.16666667,en,43.0,0.0,ONEAftershocks,342.0,776.0,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]",,,positive,1
2021-04-17 18:24:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JUST: Over 2 million people have been Halfway vaccinated in South Africa.
Stop spreading fake news",-0.5,1.0,en,12127.0,0.0,melolit,36.0,223.0,[],[],,Joho & Pitori,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 957,0,… https://t.co/H5U3AB8APR",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 250,26… https://t.co/vbT2fpMipb",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-04-17 18:24:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @S_Nomoyi: This can be a bit misleading I'd think. The stats I've seen are 2Mill with ""at least 1 dose"" and almost ½ a Million are fully…",-0.3,0.4,en,12130.0,0.0,melolit,36.0,223.0,[],"[{'screen_name': 'S_Nomoyi', 'name': 'Siyabulela Nomoyi', 'id': 191073749, 'id_str': '191073749', 'indices': [3, 12]}]",,Joho & Pitori,negative,0
2021-06-05 00:09:51+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harsh lockdowns 
And here they are 
""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/dSxOYa6Gm7",-0.1,0.35,en,3129.0,0.0,quigonusa2,79.0,142.0,[],[],,,negative,0
2021-04-15 04:04:28+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @stkirsch: **BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed…",-0.1,0.05,en,352.0,0.0,Dan43536780,7.0,135.0,[],"[{'screen_name': 'stkirsch', 'name': 'Steve Kirsch', 'id': 37491797, 'id_str': '37491797', 'indices': [3, 12]}]",,,negative,0
2021-03-10 10:50:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DrJasonJohnson: Important public health note - Chris Paul is vaccinated....And STILL tested positive for #COVID19  - Keep your masks on…,0.2090909,0.5373737,en,9568.0,0.0,aquariusmum62,78.0,21.0,"[{'text': 'COVID19', 'indices': [109, 117]}]","[{'screen_name': 'DrJasonJohnson', 'name': 'Dr. Jason Johnson', 'id': 50669520, 'id_str': '50669520', 'indices': [3, 18]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 247,26… https://t.co/ZoE1MEQV3b",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 956,0,… https://t.co/snMYsoF5za",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-22 12:12:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,575.0,0.0,OmBrigada,25.0,29.0,"[{'text': 'Cuban', 'indices': [69, 75]}, {'text': 'COVID19', 'indices': [76, 84]}, {'text': 'vaccines', 'indices': [85, 94]}]","[{'screen_name': 'MediccGail', 'name': 'GailReedMEDICC', 'id': 785263274992529408, 'id_str': '785263274992529408', 'indices': [3, 14]}]",,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,471,0,417… https://t.co/wjE5oq8SpT",-0.375,0.5,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 954,0,… https://t.co/SimYoQ0gpe",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 242,26… https://t.co/17NmhER1Tk",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411028] 
Sane Guruji Arogya Kendra PMCP
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 2,0… https://t.co/YAi9QQYwIr",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-11 09:03:21+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @lizAOBB: Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in…,0.26666668,0.5,en,4695.0,0.0,Emma44511633,75.0,240.0,[],"[{'screen_name': 'lizAOBB', 'name': 'DrLizOBrien', 'id': 1296454837052342274, 'id_str': '1296454837052342274', 'indices': [3, 11]}]",,,positive,1
2021-06-09 01:22:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVAX was a beautiful idea, born out of solidarity but it failed to deliver on its mission reports @TheLancet . Ju… https://t.co/J9zessw1kI",0.175,0.65,en,41.0,0.0,SADACovidFree,24.0,252.0,"[{'text': 'COVAX', 'indices': [0, 6]}]","[{'screen_name': 'TheLancet', 'name': 'The Lancet', 'id': 27013292, 'id_str': '27013292', 'indices': [100, 110]}]",,Canada,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 240,26… https://t.co/gPQZ0vgfZw",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 953,0,… https://t.co/hvxV7tZEnE",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-04-27 09:34:18+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @CAStude28880904: CA students don't have much resources but when we have vaccines to fight this pandemic then isn't it a wise &amp; prudent…,0.45,0.55,en,2340.0,0.0,RameshG41135225,26.0,67.0,[],"[{'screen_name': 'CAStude28880904', 'name': 'CA Student', 'id': 1401488491649769475, 'id_str': '1401488491649769475', 'indices': [3, 19]}]",,,positive,1
2021-05-12 04:15:59+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @window_trade: Positive news for the future of digital trade – Supply of Covid-19 vaccines in Asia Pacific will be more efficient thanks…,0.18181819,0.29261363,en,55.0,0.0,ForumsNz,49.0,429.0,[],"[{'screen_name': 'window_trade', 'name': 'TradeWindow', 'id': 1146579617408417793, 'id_str': '1146579617408417793', 'indices': [3, 16]}]",,New Zealand,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 950,0,… https://t.co/Eo9S3pmUFu",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 238,26… https://t.co/dpUu9Q1X42",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-06-18 14:03:30+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@nicd_sa Normal flue is now corona virus in South Africa,0.15,0.65,en,4.0,0.0,ZamaniSteven,6.0,36.0,[],"[{'screen_name': 'nicd_sa', 'name': 'NICD', 'id': 1372027572, 'id_str': '1372027572', 'indices': [0, 8]}]",,,positive,1
2021-05-16 05:24:41+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LikudUK: Story not available on @SkyNews @BBCNews @guardian 
A first delivery of 100,000 Pfizer vaccines was transferred today by Israe…",0.025,0.36666667,en,197.0,0.0,6V5kji6iAfZITdh,4.0,81.0,[],"[{'screen_name': 'LikudUK', 'name': 'Likud-Herut UK #NoUKAtDurbanIV', 'id': 17063147, 'id_str': '17063147', 'indices': [3, 11]}, {'screen_name': 'SkyNews', 'name': 'Sky News', 'id': 7587032, 'id_str': '7587032', 'indices': [36, 44]}, {'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': 612473, 'id_str': '612473', 'indices': [45, 53]}, {'screen_name': 'guardian', 'name': 'The Guardian', 'id': 87818409, 'id_str': '87818409', 'indices': [54, 63]}]",,,positive,1
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,471,417,0… https://t.co/NYsdneOdty",-0.375,0.5,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 236,26… https://t.co/EM8V4sMTy8",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 945,0,… https://t.co/28j0Rfolu9",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-01-09 22:13:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Senators: Expect to see some different kind of shots at @CdnTireCtr next week!
 
Do your part and get your #Covid19 vaccine.

DETAILS:…",0.2,0.5,en,12110.0,0.0,SENSible_Views,193.0,313.0,"[{'text': 'Covid19', 'indices': [111, 119]}]","[{'screen_name': 'Senators', 'name': 'Ottawa Senators', 'id': 43885373, 'id_str': '43885373', 'indices': [3, 12]}, {'screen_name': 'CdnTireCtr', 'name': 'Canadian Tire Centre', 'id': 169723781, 'id_str': '169723781', 'indices': [60, 71]}]",,"Ottawa, Ontario",positive,1
2021-02-24 01:34:18+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Tjada: My colleagues in #Uganda are bracing for the worst as the country faces a drastic uptick in #COVID19 cases. Barely 2% of Ugandan…,-0.475,0.55,en,609.0,0.0,SadiyaK5,39.0,130.0,"[{'text': 'Uganda', 'indices': [28, 35]}, {'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'Tjada', 'name': ""Tjada D'Oyen McKenna"", 'id': 15979318, 'id_str': '15979318', 'indices': [3, 9]}]",,GTA,negative,0
2021-04-26 20:31:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HighWireTalk: DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s…,-0.3909091,0.68863636,en,515.0,0.0,HelloAgainWorl1,84.0,227.0,[],"[{'screen_name': 'HighWireTalk', 'name': 'The HighWire', 'id': 851985789072408576, 'id_str': '851985789072408576', 'indices': [3, 16]}]",,"Police State, Ontario, 🇨🇦",negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 235,26… https://t.co/wcw2wXrnUX",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-05-31 14:03:19+00:00,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 941,0,… https://t.co/KYa6zrDEsz",-0.75,1.0,en,0.0,0.0,PuneUpdater,88.0,0.0,[],[],,,negative,0
2021-04-30 22:47:05+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@dakiduck @MiloReads @Ishshu @nick_detroit @KevindupuisPPC It's also widely prescribed in Africa to prevent strongy… https://t.co/TynUK3FLdu,-0.1,0.4,en,336.0,0.0,FantomMenace33,19.0,9.0,[],"[{'screen_name': 'dakiduck', 'name': 'Allison Hughes', 'id': 87072299, 'id_str': '87072299', 'indices': [0, 9]}, {'screen_name': 'MiloReads', 'name': 'Milo', 'id': 3997802283, 'id_str': '3997802283', 'indices': [10, 20]}, {'screen_name': 'Ishshu', 'name': 'Ishshu', 'id': 33799648, 'id_str': '33799648', 'indices': [21, 28]}, {'screen_name': 'nick_detroit', 'name': 'Tom.', 'id': 27948780, 'id_str': '27948780', 'indices': [29, 42]}, {'screen_name': 'KevindupuisPPC', 'name': 'Kevin Dupuis', 'id': 1282505534915121154, 'id_str': '1282505534915121154', 'indices': [43, 58]}]",,,negative,0
2021-04-10 06:53:01+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#Covid19 is NOT over in the United States. Be careful out there. Get vaccinated. And keep wearing a mask until you'… https://t.co/zBtUcA2vZS,-0.1,1.0,en,4819.0,0.0,LongCovidNYC,368.0,699.0,"[{'text': 'Covid19', 'indices': [0, 8]}]",[],,,negative,0
